id,y
f34d046b,0
cfaf501a,0
3831b588,0
3f36083e,0
3985da35,0
e905c88a,0
4ed62f2d,0
44c094b4,0
818d5bfb,0
30bf4a54,0
e136cac9,0
f3d2e2ee,0
c2f3e413,0
2b885153,0
764368eb,1
df26eb2c,0
16a63b1f,0
f573929f,0
d921f9f6,0
2b6b90de,0
6491ea40,0
74f6da4b,0
5c7c9935,0
6190500c,0
ff0729c8,0
506e8c02,0
2529b744,0
fa732864,0
81fe3e76,0
09d7e781,0
21c6f62f,0
fe4f5e8c,1
05ed28a5,0
6a61a1ac,0
3bb3a40a,0
759051b9,0
90d5ff02,0
e09666bb,0
0b7e94d2,0
4a7a4a1d,1
a21e4415,0
5b7da292,1
e88a819c,0
b5dce0f8,0
6ae52c20,1
209397a4,0
74dc6b6c,0
5377bfec,1
afff23b1,0
d650107d,0
7d65cb08,0
9a6a12f0,0
4663a23d,0
9f2da38a,0
3fbfdc75,0
e9acf9d7,0
f4c820e4,0
98851ad1,0
be166b8e,0
5fc32a9c,0
5dcc1914,0
2071f4cf,0
b405a6b9,0
4d596ae0,0
51eb1d56,0
ca486840,0
7c507b9d,0
6566a389,1
b0320785,0
92170ee2,0
2737b5fc,1
8ce6ec6b,0
03cd7b55,0
cdfbd4b0,0
ea9e8ebe,0
aa53e31b,0
8c4cf8ad,0
9d9b971d,0
e0df7447,0
4ac41c01,0
07dd1bc8,0
60a0ad3a,0
95d50c14,0
649512a2,0
11766fa9,0
f3bded1b,0
a2a3acea,0
7aae5e0d,0
5773f0dc,0
2692170b,0
ff152363,0
c1f8e9d0,1
26a49065,0
58a60c96,1
269e949f,1
d25a8020,0
7bcb2579,0
980c4591,0
57f5800a,0
003a6495,0
bc79e775,0
e4803286,0
cec2c285,0
9cf73ef4,0
bb70576b,0
20af0d88,0
d86ed6bc,0
cc3d2299,0
e9bdb770,0
eec14199,0
18c7ed1b,0
c09dd5b3,0
c0264b2e,0
bdda0b52,0
44b5c808,0
463c825e,0
9e1a3117,0
3234e7b3,0
4ee6dc56,0
67f214c3,0
cb70f394,0
72f3f8db,0
91f70c1f,0
95686f21,0
ee5d4c27,0
92072c2a,0
3932e987,1
b2c30121,0
6bcad331,1
2b2e041e,1
d671762e,0
b6dec76b,0
c8529d73,0
640091a7,0
c268d9cd,0
cb6ab971,0
263e60ce,0
96a8d752,0
6956e06b,0
2a410ecf,0
190e6bdf,0
5f2c77d6,0
23509982,0
f2e1578f,0
759970b7,0
72b0d3a4,0
7adf8ce5,0
1f9ea697,0
1064fb46,0
37ff37a1,0
063bcf40,0
b5a15613,0
8c074e9c,0
2973dce1,1
03cc8a2d,0
5e2d63af,0
1dc545cf,0
0b7ad948,0
0de42699,0
619f607d,0
27859987,0
80898e29,0
83345ac9,0
ad34fb9c,0
5d7379fc,0
d7ee8a61,0
bafc05a9,0
d7821f9c,0
329e9aba,0
0e88484f,0
8c5dab1c,0
f4aca61c,0
e25d8038,0
c89ce39d,0
82445952,0
d5c303ca,0
be589002,0
4463577f,1
811b3c84,0
f7cbd7fc,1
65c8abe0,0
8dbe1fdf,0
c0b22bea,0
42cc6695,1
61a25c2b,0
783a1959,0
40151672,0
14f81219,0
e5f273c8,1
02df830f,1
9a9bef0b,0
586eaacc,0
190f9321,0
c38ae10b,0
efdec56c,0
783dbb91,0
01bf0a35,0
967f3ded,0
96ca9f30,0
804d4f52,0
3dbfc879,0
9607694c,0
4bab4cbf,0
4dc69f29,0
3d30df33,0
4b1a8d4f,0
66681e55,0
c91eaa13,0
50846846,0
a5272148,1
45b69408,0
c53d6c84,0
4abe58df,0
9fa050fa,0
167ea9a0,1
90095bcc,0
70bb663a,1
9e9bddc6,0
6a3dbe82,0
592b621f,0
7b13caad,0
2794a1c2,0
6b28330d,0
446b8771,0
0d40195c,0
773f9f0c,0
b8ff7d65,0
018ba574,0
799783a5,0
0a361b52,0
3099a9b1,0
94040dc1,0
ea50d3e7,0
5d7a4f9e,1
750ab447,0
bf8cc974,0
2c48371d,0
9a646269,0
35fa06bf,0
9061fba1,0
05456f45,0
1ceaafb6,0
8745fc2b,0
3b7f39ef,0
ece1834a,0
3c660a3c,0
727696f5,0
3f371008,0
75b6de3f,0
a7dfa160,0
a73c1c55,0
104eabe4,0
6339a610,0
bfa23e10,0
b218c389,0
34e16d73,0
eeb8825a,0
ad005fe7,0
add8c738,0
20df7b00,0
0e665154,0
67966714,0
af16e687,0
f2d11308,0
b9eced35,1
aebdafa1,1
9bc7454d,0
46d985cd,0
0b48387c,0
1fffbf70,0
53249329,0
1233bd75,0
4798d581,0
98533fe4,0
55f4a936,0
d95881e8,0
044dc4d1,0
4f226194,0
568f02ee,0
82ec5b6f,0
d4d8c009,0
d62de07c,0
f4f8a234,0
368bbd3f,0
f0e5e3f6,0
03ebb5be,0
62257dad,1
ef408e58,0
21af5273,0
7a01cc7d,0
b84d4b1b,0
eac35dbe,0
c8c9758c,0
fb4bce7b,0
afad4abd,0
7d2070c4,1
5cad56cd,0
7fc5e2b3,0
8dcfaf6b,0
a6647a9a,1
1eb40235,0
1713525f,0
6fedfac5,0
17ada2c5,0
961693a6,0
7f38ea03,0
4faf6a9a,0
969eae28,0
ccad5bdb,0
7645053a,0
1cc6eb78,0
b3be4b23,0
751ba891,1
15c5e7ac,1
bcd33b16,0
459e6498,0
c1d3ddb7,0
87ebde10,0
ea2a8e95,0
4df8032c,0
118f2f63,0
049e56d2,0
434dbdec,0
1e6e2dae,0
bce18758,0
fd5dc708,0
a6928dcf,0
76c90b4a,0
7bc50dc4,1
dd334ac3,0
10604ab1,0
1597e6ce,0
c03eb173,0
95f0b90e,0
a6c50416,0
d82dde6e,0
0dca5867,0
401764ea,0
06a8d9a3,0
f12009a5,0
dd97ba91,0
c9fc304f,0
89e5be87,0
30480261,0
dfc9c136,0
4f96d3a3,1
40502333,0
171ef8a4,0
31e96ecd,0
42b1bd3f,0
1d5e19b8,1
166e9da5,0
e2b9804f,0
7406525a,0
5a5d46ec,0
b40f9ea1,0
4d20af89,1
71844f1a,0
6e20a370,0
999a3356,0
f86c706c,0
5abbbee3,1
ebe69de7,0
2225fa72,0
63d1c082,0
f016c2e5,0
ea1c1559,0
e8a38734,0
ff28d1c5,0
a7d6bc51,0
85ddfd5a,1
dc692c03,1
96fb8852,1
6cdf8461,0
0db07ffe,0
91eb709a,0
ecc66c69,0
d517c3b2,0
56f08bad,0
853cc15e,0
0516509c,0
df91cb8d,0
7765a270,0
5d240f0b,0
d2aa48ba,1
f6bfea09,0
79b7b2ca,0
4e7cbc62,0
4b838ad6,0
75b5b229,1
9c8b9537,0
2d4204ee,0
3a5c872a,0
efcea946,0
3e4fadef,0
70c655de,0
33dfe7d1,0
99e5cb32,0
6e4a1447,1
746b0ba7,0
1d6f05d9,1
5af73410,0
4756b01d,0
a3cfc3e3,0
2a64fe52,0
eeed79d9,0
15b35ff8,0
6a733424,0
2bfbfab6,0
b3261317,0
3600714c,0
2130c1bd,0
07af62da,0
24ff355e,0
9707c077,0
958810d2,0
bd8504ba,0
2bfe5662,0
f27c7553,1
6a451054,0
aa520223,0
92c267b7,0
50e1c6da,0
6573fdc2,0
4c16d8a0,0
d61c255e,1
73a0b624,0
cc2cb6cc,0
2e0f37bc,0
94231f11,0
662c2494,0
174f764e,0
1188c0b6,0
e98b40f3,0
0603fc80,0
d7089fb0,0
0b478514,0
8f088bbb,0
026b4542,0
de32cb61,1
95320f89,0
144294ca,0
d93b2b57,0
b31c5b70,0
20571924,0
73f65e48,0
52427c76,1
ccd2ca12,0
04c54602,0
51a43e83,0
f9822a34,0
f5734966,0
e2418195,1
2d55f92b,0
636500e8,0
84dd24a3,0
86fcdddf,0
698fedc1,1
8235480f,0
7e769c71,0
ef2eecaa,0
f9012048,0
5467c924,0
a2724653,0
7e2f9e8e,0
47c31de2,0
73625865,1
3f8eec58,1
9db74416,0
d78c37c5,0
872ab8d4,0
c0c1a781,0
4d016889,0
5cfc1e0b,0
442f0f8c,0
9087ef3b,0
f77dde0a,0
2b2b5a02,0
64d087d6,0
a66e4251,0
31adc9f3,1
995f34a6,0
79f1de1a,0
39a1fb5e,0
6a1ed79b,0
3585380a,0
42f0090a,0
d06e5b93,0
d7c56426,0
31891e1f,0
4d48fb41,0
8d227c43,0
5eb4f595,0
a909e060,1
4b5be3e9,0
eb3686ca,0
f732edc7,0
f87cfeee,0
9decce19,0
dd2e9f30,0
0cf8d452,0
3b5c23bb,0
87cac853,0
4c51b7f0,0
77dda5b4,0
c23b996d,0
b90c341e,0
95af79a4,0
4a50a422,1
ac110789,0
88c5f894,0
aa90fc1f,0
e257ab3d,0
74f7abe4,1
7d0ce029,0
cd575ed1,0
2afa0ff3,0
2d657ff9,1
7193f2d3,0
03883b0f,0
7e0e6b3e,0
6af79a32,1
57b5dd01,0
6db5682a,1
bbba43b9,0
8bd6eac5,0
dc8273b8,0
42508a29,0
25c57839,0
feda6913,0
2c4285a3,0
374e7602,0
715dae20,0
7a273b45,0
fa03d8e1,0
3e8b4fa8,0
8a5e41a5,1
9fd6f953,0
3efb716d,0
5adda23a,0
32b9c0c8,0
604aa70c,0
058fb3cd,0
04fd113b,1
7411515a,0
695f3656,0
72b322e4,0
ec8fa716,0
127ae012,0
9e1e65ce,0
fb404ff3,0
7ae1a9d4,0
6e5ba7e0,0
d76b1199,1
04c276db,0
3411b392,0
4d671b31,0
0ecf6990,0
c1d11141,0
74d49cda,0
8fb0e41f,0
43aef0be,0
6680d798,0
92f715b2,0
1d269e0d,0
84227de0,0
5a23c9fd,0
e05d0260,0
a9cbe4f8,0
ae5a323c,0
12a0dc7a,0
2633980e,0
a0d3078b,0
8d601861,0
21f75b23,0
5c9777c2,0
4576da12,0
5dab46ab,0
cafc40b3,0
23406dd4,0
1abfe2dc,0
1f44785f,0
ea13948c,0
d7b224b3,1
81c519a6,0
0385250c,0
0196af0f,0
1797b2a6,0
e3535f6f,0
fce52f7a,0
ffab4118,0
2d04c80c,0
c213c8d0,0
f6287f1b,0
fcb95387,1
4b602a8c,0
03071dfc,0
3f0e8188,0
dc4dbe54,0
8277cd0f,0
ed9d64d8,0
447c2400,0
439ef477,0
e5eb9014,1
ccb830af,1
8576af55,0
4eda7d82,0
309d76e0,1
7f87a111,0
e29c7fd2,0
bff329ec,0
32c87e83,0
5fe4ff56,0
f36294f2,0
df0577fe,0
5ba32260,0
c7940a29,0
a5447747,0
1be9ec73,0
09814558,0
559fb5ba,0
c99b68fa,0
03b125c3,0
deec9654,0
24bf740b,0
e66caee6,0
9eb6ea26,0
c6c765ff,0
a24162aa,0
2d4a7872,0
32a298bd,0
a4fd274f,0
864cbf04,0
0b7c3de5,0
88be10af,0
f98ce078,0
19960f0b,0
07c37e6e,0
8770ff9e,0
32c9e01b,0
bc82918a,0
677ac0b0,0
71b89fd9,0
940d5294,0
375ae072,0
4ed435f0,0
84e113fe,0
6e18ecb9,0
9188274c,0
8bf07254,0
213aff47,1
dbd52784,0
a9898b5f,0
a86493d4,0
2b0e55c8,0
6e00cc1b,1
5c0096cd,0
5dc9ee01,0
60afc730,1
53df546a,0
01eb1b83,0
364ac944,0
9d0062d6,0
a34e09b5,0
79ee79fc,0
d6756754,1
cbdf2578,0
55169b91,0
e17c6fea,0
7dfdf59e,0
40a69eab,0
da54e30c,0
e3b4f70b,0
93895131,1
0c4914e3,0
d3cbc566,0
12503517,0
0ac06ec5,0
3c6d7ede,1
f91b5d69,0
b096c97c,0
d81c4c1e,0
f39471c1,0
fb9ca8a5,0
edf456b0,0
a3dae37d,1
c0501eb4,1
5da90cd1,0
487c9d77,0
00a4632c,0
b3952ae0,0
132ef580,0
984c07f2,0
63f7010d,0
19863a0d,0
48b47c7e,0
c02c6c59,1
a217cca6,0
5abc9e5b,0
60996817,1
c02b4f50,0
d55a3b62,1
34fef0cd,0
219b2ff8,0
048bf0af,0
cc311968,0
6af171cd,0
f052152c,0
7ae7151c,1
5cbe4c65,1
d4f109ab,0
6cd4d6b9,0
985d6df6,0
ebed279b,0
f87e3ffd,1
99b694f4,1
1eba5a48,0
1631c817,0
49de38bd,0
c3e0c725,0
d2ab505f,0
860c3ccf,0
4682b437,0
891bbe5a,0
74706d65,0
04be3ca8,0
328b669c,0
2c8cd39a,0
365ac709,1
dd4bd0b6,0
89c8ccc1,0
69580eba,0
d3907760,0
717020c9,0
09502a9c,0
2eb4a282,0
adeb0092,1
dff414a7,0
44810d4d,0
ca544fd7,0
31a50042,0
de57011c,0
ba399391,0
c12d2f05,1
50df8823,0
3384a758,0
cef0542e,0
b581db49,0
afcf4687,0
f64f1d54,0
c6f6d1af,0
a3b0fac8,0
8083c609,0
ae757013,0
f6d9ea79,0
82ba02ee,0
959ce889,0
c8276550,0
5aa02657,0
ba58bdb5,0
fcb09344,0
77c17004,0
83e6a745,0
f91f5c91,0
cd13b596,0
965effea,0
37cf5783,0
cd074400,0
47f47f14,0
2120d956,0
78e8c7ee,0
10d0ef96,0
328f5254,0
4d27ec92,1
a8088286,1
ae2d79b3,1
17782336,0
be2050c4,0
0bc8834d,0
519799d3,1
5497b1ce,0
de95c5fc,0
1088df0b,0
345cbb68,0
1d521b04,1
a926ed5c,0
effa8044,0
0167d587,1
632826f0,0
f6a61165,0
e25cd26b,0
887fbffc,0
304905ec,1
2a7b65a8,0
57adc9ab,1
0269e6ef,0
a5089643,1
ba46b82f,0
b4f8a81f,0
e3246060,0
1d48cced,0
d8545c2d,0
7489174e,0
0976f33c,0
60ea101a,0
a7b91317,0
8a10237b,0
fc094462,0
695bcb81,0
8d6649fe,0
e8be2291,0
b50c4917,1
ab2707c1,0
6ea20f8a,0
cbc623e7,0
81b240e1,0
8243bc50,0
deab891e,0
605acfde,0
362685fe,0
01e3a386,0
73b6bcf1,0
7a091e07,0
b1315e16,0
f7bf2e1d,0
c7e21260,0
e533287f,0
23939763,0
0635ae97,0
266a0900,1
96671559,0
a9733428,0
591e6ec2,0
510be574,0
8355b6a5,0
14740943,0
28131ae2,0
f5bdc486,0
b22ab986,0
806a39e2,1
21390aef,0
e409552b,0
e3f6291f,0
3f501f28,0
c75b86b7,0
5923b1f1,0
c9e98a94,1
420eed1b,0
60ff5e88,0
2555bf56,0
aa510545,0
b52b6d79,0
2593561c,0
48b3b4ef,0
af93ffc1,0
967f719f,1
19c24488,0
52d2ef2f,0
b6c974ed,1
89af1f6b,0
34c45865,0
04f58e34,0
9a4aae64,0
c9a7c7be,0
699a4372,0
947929e1,0
ab66bc63,0
6aab7e9f,0
ce676872,0
fc45a752,0
62dbd5ab,0
150252b9,0
591cf031,0
17c534d8,0
8b7e7526,0
671d269d,0
79975f02,0
22a64626,0
728b8e2c,0
dcd5cb5f,0
96cf84bb,0
9dfa4a76,0
5c926950,0
e85cbaaf,0
72e1d51d,1
2d089cb8,0
4119c062,0
c6b22867,0
89f895e6,0
50a690f6,0
615cfba9,0
02f49e53,1
1ebebb79,0
beb9a55b,0
2d316063,0
c8370481,0
38f047c0,0
720b0e9d,1
9794a118,0
d2aed3b6,0
64b808c3,0
3a0c8d71,0
be321fbc,0
6063844f,0
38dbccb3,0
0abeb30d,0
9fcbebaa,0
90b85c61,0
71356421,0
1b3feb30,0
13ab6f68,0
50d676b1,1
35286ba3,0
3f92f05a,0
770be6f4,0
2382a97d,0
26eb177d,0
8f9af3ac,0
253ee73d,0
81c44b3b,0
056a5f2c,0
6837e1b4,0
0968d558,0
c085d65e,0
10734479,0
d1da26c2,0
9f60d1b0,0
284447a2,0
f43593af,0
34f2b7c1,0
10d8b628,0
c55074b5,0
69b4292a,0
29e17d84,0
61e471d2,0
70f0cf40,0
e30bb1d1,0
b36f3264,0
ea2f0dc1,0
e7816c5d,0
68ef8323,0
7fbf6677,0
510f67df,0
02b14637,0
331e38f6,0
b21b3b31,0
3e9e1398,0
03f4f669,0
4348a900,0
4e3bd3b9,0
ca0b94ee,0
403e1b9f,0
98f215c5,0
7cc4c7f5,0
a27f6707,0
8c6fd01e,0
7bb70b2a,0
f4f40cb9,0
aa98b003,0
81d1cafd,0
4da0af08,0
f20dd8c8,0
dff31d9b,0
ce1231de,0
9b1886c9,0
dac4c8e0,1
b8525620,0
a48bf072,0
ea163c1c,0
56e37e55,0
dda3b76a,0
c6e8c9fc,0
e4c741cc,1
252c4f2e,0
8e5ad309,0
df0a8689,0
cecc4503,0
bcdeac50,0
5838da19,0
8a46c719,0
2831a412,0
4b399c0b,0
37f53506,0
0f276b52,0
63031bf2,0
22dc5668,0
ed86f484,0
0bd3fbde,0
39bc47b7,0
f7a6563f,0
275d49a3,0
31242151,1
6a3db9c6,0
8946bf74,0
dc370f8a,0
536e3561,0
682db561,0
2ad26d80,0
371c5847,0
eab8d50a,0
87bc7693,0
de972e30,0
5987a29c,0
46ac9a71,0
a71b45f1,0
effe5627,0
1ceb4168,0
13944554,0
daf10220,0
9ddffe61,1
9577c1d7,0
7ad1cf89,0
b9ae4d78,0
fa04596c,0
f068cccb,0
689854c7,0
32498ff4,0
7d044486,0
00394cbd,0
06e883ac,0
4f2b088a,0
a46cb453,0
2b6e3d60,0
20f842bf,0
241fa736,0
1e55db0c,0
c2ceae02,0
dfb34223,0
3462199e,0
a093fe44,0
f14b8c74,0
94ebe7e5,0
b46402fd,0
a0cf17a7,0
9990f8a0,0
30777947,0
378886a3,0
8374f384,0
372f87d5,0
48e6e71b,1
725c1b7a,0
8b406921,0
5857cce2,0
683bbb86,1
b02053fe,0
bcffe5d7,0
6692df97,0
89f7e712,0
0800c000,0
0521988f,0
174896ba,1
d91dcc33,0
2d32b504,0
d2f2992f,0
3f71da02,1
09e885b2,1
107ce92a,1
795d3d59,0
1d358172,0
34268103,0
1b1a3ba9,1
23964753,1
f71f033e,0
84a1a8c4,0
4899798c,0
83debcff,0
49d9de12,0
edbdbe02,0
62d98017,0
e49d2b1c,1
f9eeab48,0
61c75210,0
6e448ea7,0
4b094c60,0
36668951,0
083782b1,1
2d348821,0
d933510d,0
fd0a6dbf,0
68e89053,0
6e1efde8,0
6ce1ddb2,0
751a19ec,0
f3c4d5a7,0
8c95be43,0
d37eeec3,1
da9ce0c7,0
f8299e39,0
c2127d40,0
07a2c2e4,0
7aa6134c,0
c928eac7,0
ba5f9d08,0
4af02f51,0
55ba2260,0
73b3e4a7,0
5b4472c6,0
d88b5b74,0
90bfe20a,0
3f0bc1ad,0
53a7ac39,1
5397a6dc,0
af546f4e,0
4b3e3809,0
f6eb5ed9,0
737be87e,0
bbd94faa,0
22be2608,0
a0e478d7,0
6c9e5307,0
0b214359,0
8f557b3d,0
d032faef,0
8ffba322,0
fb78bdd3,0
f4274c41,0
7a9632af,0
97710daa,0
31c7ef48,0
b3da5630,0
04985d8b,0
86f5dc11,0
8c288e64,1
ee59cc2e,0
ae86b992,0
cab2800d,0
39479d1e,1
aaa3f03d,0
22d36b9d,0
35c7afe9,0
acd661ec,0
65d8856d,0
c086dfbd,0
c1a18e1e,0
02f371c5,0
264e6248,1
84d6816b,0
e797199c,0
28f3c5b6,0
ef3140c0,0
77c73ebe,0
75316606,0
b8164360,0
deb0168a,0
bae9dba4,0
02f64109,0
1122bdae,0
4f206d65,1
a5e7ec4a,0
96550bc8,0
2c9cf514,0
f37d28f7,0
a0911305,0
659a903d,0
c3f7da1b,0
188788f4,0
2391c5df,0
f15af1ad,0
703269ee,0
2318f30b,0
7eccc705,1
5fd1432b,0
83be72ca,0
4945fd68,0
300ca492,0
c5465d3e,0
c4a0f403,0
fd6db53c,0
70efe423,1
1d53cf53,0
5ccb9319,0
dff79cc4,0
a7e10438,0
3d5ca208,0
fcca1cec,0
b3d5548c,0
c4e329c9,1
3f601c3e,0
3aba80ef,0
1281afd0,0
e1bb08b0,0
b5be12fd,0
36a85001,0
4f04f60c,0
d9d979b3,1
56126ca0,0
4c4feb4b,0
6a44c72e,0
ccfb56f0,0
05a84fed,0
9d32848f,0
eae5e3a9,0
1d20e118,0
b18632ae,0
f15ccd78,1
fb8be1e9,0
9a966bce,0
d3e8dd70,0
6a8e0a1f,0
b48b010c,0
c60f2058,0
c1aeff9c,0
dd802fac,0
ea3d453d,0
384f7cc7,0
67cf238c,0
d376de4b,0
5cfc959a,0
692df69e,0
49a0b1aa,0
ed70a990,0
bb95f505,0
e8e3698b,0
d761be2c,0
909038a3,0
f14bfd9d,0
16e423f4,0
3f8ae85f,1
ce4e0276,0
b5addc62,1
2862fb9a,0
264f9d30,0
ea1675d7,0
453963ec,1
94e0b444,0
3d4f2e59,0
9b14bbe6,1
ea971d91,0
633a3baf,0
a7bd0d55,0
fe317b9e,0
8f9b33c2,0
5bd6bfa2,1
2f1b2360,0
879e56b7,0
369cb532,0
2d358c14,0
cc11b64e,0
82dd24c1,0
40ea1a91,0
16040776,0
27a8277d,0
2d7c73b8,0
757d88a0,0
0273cd70,0
78a6563b,0
9968a491,0
36b57f6c,0
201569ff,0
d27d50e4,0
fc603f3f,0
345631df,0
388e3f3a,0
2a4460e6,0
01b8a7cf,0
47dfabb7,0
4ee836e2,1
a624e76d,0
a2608b03,0
7516dd15,0
a15fb22d,1
53ec0b47,0
b4dc02f9,0
3a96b392,0
f49ee9f3,0
9e4f9f52,0
da9337e5,0
19d06d54,0
f782a4b3,1
4a16db51,0
436ab869,1
176b2a9f,0
7a98119f,0
c162a85d,0
